transaction_id,store_id,product_id,customer_id,quantity,unit_price,timestamp,payment_method
TXN-0000691,STORE-022,PROD-00005,CUST-000761,3,93.78,09-10-2025,cash
TXN-0000231,STORE-009,PROD-00032,CUST-000392,4,277.74,2025-12-05T18:53:23,mobile_wallet
TXN-0000637,STORE-007,PROD-00088,CUST-000039,5,250.66,2026-02-07T03:40:28,card
TXN-0003476,STORE-011,PROD-00069,CUST-000593,1,201.76,13-01-2026,card
TXN-0004393,STORE-011,PROD-00211,CUST-000595,5,258.83,29-08-2025,mobile_wallet
TXN-0001049,STORE-017,PROD-00300,CUST-000825,1,124.65,01-02-2026,mobile_wallet
TXN-0002122,STORE-023,PROD-00028,CUST-000922,4,282.23,2026-07-17T10:46:24,card
TXN-0001978,STORE-021,PROD-00144,CUST-000669,3,362.55,01/03/2026 11:42,cash
TXN-0000750,STORE-014,PROD-00097,CUST-000725,2,5.72,09/01/2025 10:54,mobile_wallet
TXN-0004274,STORE-007,PROD-00240,CUST-000269,4,100.07,13-06-2026,card
TXN-0001168,STORE-002,PROD-00033,CUST-000736,5,182.35,2026-07-22T09:26:44,mobile_wallet
TXN-0001100,STORE-001,PROD-00197,CUST-000939,4,58.81,2026-03-31T04:00:35,cash
TXN-0004689,STORE-001,PROD-00066,CUST-000911,3,175.34,08/23/2026 06:17,cash
TXN-0000574,STORE-010,PROD-00081,CUST-000087,4,411.67,2025-12-02T00:21:27,card
TXN-0003480,STORE-006,PROD-00089,CUST-000312,5,18.86,08/29/2025 19:37,card
TXN-0000109,STORE-005,PROD-00186,CUST-000447,4,108.59,27-07-2026,cash
TXN-0001781,STORE-009,PROD-00297,CUST-000704,2,297.41,16-04-2026,cash
TXN-0001331,STORE-006,PROD-00203,CUST-000793,2,264.67,02-01-2026,cash
TXN-0000182,STORE-007,PROD-00225,CUST-000533,1,372.01,2026-07-11T14:34:09,cash
TXN-0004109,STORE-008,PROD-00189,CUST-000128,3,371.6,25-01-2026,card
TXN-0002647,STORE-023,PROD-00205,CUST-000474,3,27.76,2025-12-10T18:39:12,card
TXN-0002934,STORE-013,PROD-00029,CUST-000749,3,235.83,2025-08-27T19:23:38,mobile_wallet
TXN-0004686,STORE-005,PROD-00230,CUST-000660,5,29.05,02/20/2026 19:28,mobile_wallet
TXN-0000330,STORE-016,PROD-00079,CUST-000581,4,410.73,02/13/2026 17:43,mobile_wallet
TXN-0002939,STORE-013,PROD-00287,CUST-000489,5,159.36,09/08/2025 10:14,card
TXN-0000343,STORE-015,PROD-00039,CUST-000455,3,183.97,22-06-2026,cash
TXN-0000241,STORE-022,SKU000119,CUST-000916,1,221.95,04/10/2026 05:47,card
TXN-0001947,STORE-018,PROD-00121,CUST-000867,4,360.88,03-11-2025,mobile_wallet
TXN-0003284,STORE-015,PROD-00005,CUST-000455,2,93.78,2026-03-10T19:09:38,cash
TXN-0001902,STORE-022,PROD-00184,CUST-000001,2,232.98,03-02-2026,cash
TXN-0000781,STORE-020,PROD-00267,CUST-000570,5,271.24,13-01-2026,cash
TXN-0003113,STORE-025,PROD-00209,CUST-000686,5,46.91,2026-08-19T20:47:00,card
TXN-0001983,STORE-011,PROD-00003,CUST-000265,4,283.27,07-04-2026,cash
TXN-0002625,STORE-020,PROD-00045,CUST-000433,1,122.63,2025-10-18T06:08:01,mobile_wallet
TXN-0002199,STORE-007,PROD-00285,CUST-000992,4,198.44,11/06/2025 16:51,cash
TXN-0004300,STORE-011,SKU000155,CUST-000110,5,266.89,08/14/2026 17:13,card
TXN-0003310,STORE-005,PROD-00107,CUST-000003,4,70.64,16-07-2026,card
TXN-0000100,STORE-006,PROD-00262,CUST-000456,3,330.85,2026-06-16T00:37:41,card
TXN-0003071,STORE-013,PROD-00156,CUST-000279,3,356.66,06/16/2026 12:50,card
TXN-0002143,STORE-005,PROD-00280,CUST-000866,3,30.75,2026-04-02T19:21:45,cash
TXN-0001182,STORE-005,PROD-00128,CUST-000113,4,102.36,06-03-2026,mobile_wallet
TXN-0003809,STORE-008,PROD-00201,CUST-000975,2,167.96,2026-04-29T23:15:45,cash
TXN-0002191,STORE-009,PROD-00083,CUST-000213,4,243.21,03/26/2026 19:14,card
TXN-0002584,STORE-001,PROD-00036,CUST-000292,4,277.4,2026-02-24T19:57:26,card
TXN-0001302,STORE-021,SKU000050,CUST-000836,1,73.61,2026-06-14T20:55:45,cash
TXN-0000165,STORE-025,PROD-00123,CUST-000812,5,217.36,03/24/2026 11:14,mobile_wallet
TXN-0003105,STORE-015,PROD-00224,CUST-000903,4,109.98,2026-03-09T03:56:45,cash
TXN-0002105,STORE-006,PROD-00168,CUST-000363,4,290.99,03-03-2026,cash
TXN-0003468,STORE-006,PROD-00088,CUST-000597,3,250.66,06-03-2026,card
TXN-0002906,STORE-008,PROD-00010,CUST-000065,5,96.14,08/08/2026 12:59,cash
TXN-0002247,STORE-012,PROD-00047,CUST-000278,2,239.67,2026-04-18T01:43:23,card
TXN-0002027,STORE-010,PROD-00052,CUST-000649,1,403.8,02-06-2026,mobile_wallet
TXN-0004598,STORE-002,PROD-00286,CUST-000008,3,118.06,24-11-2025,mobile_wallet
TXN-0003678,STORE-001,PROD-00262,CUST-000654,3,330.85,08-08-2026,mobile_wallet
TXN-0001567,STORE-025,PROD-00121,CUST-000943,3,360.88,05/09/2026 19:50,cash
TXN-0003612,STORE-014,PROD-00272,CUST-000557,2,-149.44,2026-03-14T17:06:41,mobile_wallet
TXN-0004542,STORE-024,PROD-00248,CUST-000775,3,31.77,2026-05-18T13:09:37,card
TXN-0000218,STORE-012,PROD-00212,CUST-000016,3,171.06,27-07-2026,card
TXN-0003711,STORE-002,PROD-00224,CUST-000751,1,109.98,03/12/2026 21:36,mobile_wallet
TXN-0004263,STORE-012,PROD-00216,CUST-000073,3,188.81,12-01-2026,card
TXN-0002096,STORE-008,PROD-00209,CUST-000449,2,46.91,2026-03-07T21:08:38,cash
TXN-0002073,STORE-019,PROD-00258,CUST-000392,3,46.18,2025-12-30T02:20:01,mobile_wallet
TXN-0002984,STORE-017,PROD-00231,CUST-000817,4,101.96,09-08-2026,mobile_wallet
TXN-0000444,STORE-016,PROD-00010,CUST-000312,4,96.14,18-12-2025,mobile_wallet
TXN-0002586,STORE-003,PROD-00185,CUST-000450,0,329.62,12-12-2025,cash
TXN-0002038,STORE-011,PROD-00055,CUST-000877,3,305.58,18-11-2025,mobile_wallet
TXN-0001908,STORE-017,SKU000004,CUST-000179,4,105.24,04/20/2026 00:52,card
TXN-0002947,STORE-005,PROD-00073,CUST-000395,2,41.57,2025-08-31T10:27:26,cash
TXN-0002154,STORE-015,PROD-00116,CUST-000353,2,162.81,2025-11-11T14:45:42,card
TXN-0002726,STORE-014,PROD-00065,CUST-000588,4,66.03,2026-06-26T07:41:53,cash
TXN-0000393,STORE-010,PROD-00272,CUST-000391,4,149.44,10-11-2025,mobile_wallet
TXN-0001662,STORE-008,PROD-00283,CUST-000460,2,28.3,2026-02-03T17:15:41,card
TXN-0001307,STORE-010,PROD-00076,CUST-000063,4,27.66,2026-06-11T06:12:43,mobile_wallet
TXN-0004767,STORE-001,PROD-00009,CUST-000078,2,229.81,16-07-2026,mobile_wallet
TXN-0001756,STORE-006,PROD-00048,CUST-000138,4,363.63,07/23/2026 08:40,mobile_wallet
TXN-0001224,STORE-003,PROD-00192,CUST-000489,2,57.16,2025-09-03T21:09:59,mobile_wallet
TXN-0001490,STORE-012,PROD-00233,CUST-000658,2,381.82,2025-10-18T21:17:02,cash
TXN-0002116,STORE-014,PROD-00286,CUST-000927,4,118.06,05/08/2026 19:14,cash
TXN-0000580,STORE-011,PROD-00044,CUST-000360,4,136.55,2026-07-08T07:00:37,cash
TXN-0004500,STORE-003,PROD-00125,CUST-000356,4,373.21,28-03-2026,mobile_wallet
TXN-0002510,STORE-013,PROD-00143,CUST-000536,4,370.32,06-01-2026,cash
TXN-0004479,STORE-012,PROD-00185,CUST-000928,5,329.62,2026-07-18T16:19:12,cash
TXN-0003501,STORE-016,SKU000050,CUST-000589,3,73.61,12-03-2026,card
TXN-0003296,STORE-020,PROD-00125,CUST-000622,1,373.21,01/26/2026 15:56,cash
TXN-0002108,STORE-011,PROD-00134,CUST-000303,1,58.95,30-01-2026,mobile_wallet
TXN-0004546,STORE-014,PROD-00212,CUST-000248,3,171.06,2026-02-25T13:08:38,card
TXN-0001499,STORE-006,PROD-00265,CUST-000975,4,47.36,11-01-2026,mobile_wallet
TXN-0001227,STORE-003,PROD-00226,CUST-000456,4,208.87,26-01-2026,mobile_wallet
TXN-0002277,STORE-006,PROD-00098,CUST-000665,4,258.04,2026-03-31T10:49:54,card
TXN-0004923,STORE-020,sku000242 ,CUST-000602,2,12.79,03/10/2026 21:09,card
TXN-0004350,STORE-009,PROD-00056,CUST-000229,1,405.5,28-01-2026,cash
TXN-0003694,STORE-020,PROD-00059,CUST-000872,4,138.3,2025-12-16T21:23:02,mobile_wallet
TXN-0001379,STORE-009,PROD-00128,CUST-000017,2,102.36,11-04-2026,cash
TXN-0003032,STORE-014,PROD-00262,CUST-000564,3,330.85,2025-10-28T04:41:06,card
TXN-0001820,STORE-023,PROD-00086,CUST-000881,5,24.26,01-02-2026,mobile_wallet
TXN-0003648,STORE-020,PROD-00249,CUST-000315,3,70.32,15-07-2026,card
TXN-0002814,STORE-023,PROD-00217,CUST-000974,1,123.22,11-03-2026,cash
TXN-0002370,STORE-008,PROD-00065,CUST-000148,1,66.03,07/16/2026 05:38,cash
TXN-0000466,STORE-011,PROD-00134,CUST-000207,5,58.95,2025-09-24T10:55:31,cash
TXN-0002824,STORE-001,PROD-00225,CUST-000115,3,372.01,2026-01-02T02:48:36,cash
TXN-0002695,STORE-011,PROD-00258,CUST-000591,4,46.18,2026-05-28T08:09:43,mobile_wallet
TXN-0001519,STORE-013,PROD-00139,CUST-000169,3,109.66,11/17/2025 18:24,cash
TXN-0004584,STORE-014,PROD-00289,CUST-000479,5,265.35,2025-11-23T10:44:09,cash
TXN-0004990,STORE-021,PROD-00061,CUST-000959,3,142.82,2026-07-22T17:53:08,card
TXN-0002990,STORE-007,PROD-00074,CUST-000278,2,121.72,06/04/2026 21:43,card
TXN-0003813,STORE-013,PROD-00288,CUST-000474,5,112.73,01/06/2026 06:37,mobile_wallet
TXN-0000134,STORE-025,PROD-00252,CUST-000387,5,86.28,29-04-2026,card
TXN-0001061,STORE-006,PROD-00263,CUST-000350,2,265.75,10/12/2025 23:53,cash
TXN-0001955,STORE-025,PROD-00278,CUST-000351,3,401.02,2026-02-03T12:08:53,mobile_wallet
TXN-0000292,STORE-005,PROD-00228,CUST-000502,1,168.6,2026-07-16T11:50:24,cash
TXN-0000032,STORE-015,PROD-00202,CUST-000697,2,87.32,12/04/2025 15:34,card
TXN-0001722,STORE-019,PROD-00183,CUST-000032,1,103.14,03/30/2026 00:01,card
TXN-0004257,STORE-016,PROD-00050,CUST-000329,5,73.61,02-07-2026,card
TXN-0000878,STORE-010,PROD-00145,CUST-000300,2,210.66,12-08-2026,mobile_wallet
TXN-0003637,STORE-010,PROD-00108,CUST-000132,2,196.31,09/18/2025 07:48,mobile_wallet
TXN-0000174,STORE-022,PROD-00049,CUST-000499,2,11.75,11/22/2025 09:22,cash
TXN-0000946,STORE-017,PROD-00209,CUST-000380,1,46.91,2026-05-31T10:38:06,mobile_wallet
TXN-0001956,STORE-019,PROD-00202,CUST-000489,4,87.32,23-03-2026,cash
TXN-0000286,STORE-002,PROD-00003,CUST-000337,5,283.27,2025-11-10T23:48:45,card
TXN-0002637,STORE-018,PROD-00252,CUST-000284,2,86.28,2026-06-10T03:14:31,mobile_wallet
TXN-0000597,STORE-006,PROD-00214,CUST-000003,2,53.88,09/09/2025 10:29,card
TXN-0000975,STORE-001,PROD-00016,CUST-000693,5,50.67,06/11/2026 07:50,card
TXN-0001206,STORE-021,PROD-00086,CUST-000789,3,24.26,09-09-2025,cash
TXN-0003077,STORE-022,PROD-00148,CUST-000719,3,322.32,2026-05-31T09:32:14,card
TXN-0000874,STORE-024,PROD-00055,CUST-000404,4,305.58,15-10-2025,mobile_wallet
TXN-0003235,STORE-014,PROD-00150,CUST-000471,4,90.56,08/01/2026 10:25,card
TXN-0001077,STORE-009,PROD-00149,CUST-000656,4,197.41,2026-06-26T08:19:48,cash
TXN-0001666,STORE-019,PROD-00158,CUST-000088,5,8.9,2025-10-17T09:26:39,card
TXN-0003892,STORE-017,PROD-00179,CUST-000591,4,120.71,2026-03-27T23:00:03,mobile_wallet
TXN-0003219,STORE-016,PROD-00232,CUST-000813,4,179.91,01/31/2026 09:25,card
TXN-0002119,STORE-017,PROD-00099,CUST-000833,5,139.51,10/02/2025 14:39,cash
TXN-0004947,STORE-004,PROD-00113,CUST-000224,4,188.3,01/19/2026 19:03,card
TXN-0004978,STORE-015,PROD-00256,CUST-000341,2,278.69,2026-03-31T20:15:44,card
TXN-0002746,STORE-013,PROD-00119,CUST-000404,2,221.95,02/10/2026 21:57,cash
TXN-0004702,STORE-024,PROD-00234,CUST-000741,2,218.66,25-02-2026,card
TXN-0001661,STORE-014,PROD-00142,CUST-000055,2,70.8,10-12-2025,cash
TXN-0002364,STORE-017,PROD-00136,CUST-000819,5,39.83,06-04-2026,cash
TXN-0000652,STORE-013,PROD-00006,CUST-000443,4,82.96,07-06-2026,card
TXN-0000745,STORE-025,PROD-00131,CUST-000476,3,154.11,01-12-2025,cash
TXN-0002500,STORE-017,PROD-00225,CUST-000012,3,372.01,09/23/2025 15:04,card
TXN-0004153,STORE-003,PROD-00271,CUST-000323,5,15.73,08/15/2026 05:21,card
TXN-0000939,STORE-021,PROD-00139,CUST-000069,2,109.66,11/25/2025 14:25,card
TXN-0001048,STORE-010,PROD-00050,CUST-000899,5,73.61,2026-07-18T13:26:44,card
TXN-0004934,STORE-004,PROD-00096,CUST-000348,2,221.49,2026-03-23T13:25:35,card
TXN-0002066,STORE-011,PROD-00090,CUST-000155,4,197.2,12-07-2026,mobile_wallet
TXN-0000368,STORE-021,PROD-00046,CUST-000464,5,68.42,09/29/2025 16:43,mobile_wallet
TXN-0000342,STORE-006,PROD-00290,CUST-000738,1,322.63,12/31/2025 16:29,mobile_wallet
TXN-0000151,STORE-015,PROD-00203,CUST-000680,3,264.67,07/11/2026 10:50,cash
TXN-0004145,STORE-016,PROD-00145,CUST-000719,5,210.66,14-09-2025,card
TXN-0001631,STORE-002,PROD-00060,CUST-000361,2,134.16,30-09-2025,mobile_wallet
TXN-0001455,STORE-013,PROD-00281,CUST-000106,4,218.94,2026-05-09T07:07:42,cash
TXN-0003184,STORE-022,PROD-00050,CUST-000569,5,73.61,03/20/2026 16:11,card
TXN-0003020,STORE-009,PROD-00166,CUST-000887,1,249.26,07/10/2026 11:05,cash
TXN-0001942,STORE-001,PROD-00280,CUST-000802,2,30.75,03/24/2026 22:34,card
TXN-0002874,STORE-016,PROD-00293,CUST-000859,2,146.52,08-12-2025,mobile_wallet
TXN-0004486,STORE-009,PROD-00214,CUST-000869,1,53.88,21-01-2026,mobile_wallet
TXN-0003519,STORE-008,PROD-00025,CUST-000993,1,233.72,06/20/2026 15:50,cash
TXN-0001838,STORE-025,PROD-00090,CUST-000868,3,197.2,01/30/2026 07:24,cash
TXN-0000270,STORE-010,PROD-00120,CUST-000931,-1,305.8,2026-03-22T18:19:05,mobile_wallet
TXN-0000615,STORE-014,PROD-00079,CUST-000438,2,410.73,2026-07-13T05:46:06,card
TXN-0002978,STORE-012,PROD-00295,CUST-000023,4,213.54,06-07-2026,mobile_wallet
TXN-0000685,STORE-023,PROD-00141,CUST-000413,5,312.06,13-03-2026,mobile_wallet
TXN-0004396,STORE-016,PROD-00255,CUST-000767,4,31.8,01/07/2026 17:10,cash
TXN-0000305,STORE-013,PROD-00158,CUST-000882,1,8.9,14-11-2025,cash
TXN-0000359,STORE-022,PROD-00268,CUST-000572,5,159.92,2025-09-04T14:35:35,card
TXN-0001208,STORE-012,PROD-00013,CUST-000739,4,125.91,09/27/2025 21:11,card
TXN-0004962,STORE-008,PROD-00281,CUST-000401,-1,218.94,2026-04-03T18:57:48,card
TXN-0001936,STORE-001,PROD-00076,CUST-000800,3,27.66,2026-08-07T10:31:20,card
TXN-0003509,STORE-003,SKU000264,CUST-000411,4,163.32,08-11-2025,cash
TXN-0000585,STORE-012,PROD-00227,CUST-000109,4,38.54,2025-10-05T00:56:40,card
